place_id,name,lat,lng,vicinity
ChIJyUr0V_q2Yw0RbrAUYdv0TqU,Bar De Tapas Salvador,38.26438839999999,-0.7075724999999999,"Carrer Poeta Miguel Hernandez, 69, Elx"
ChIJF6sC4vK3Yw0RWnVMEY7PtO0,Master kebab pizzeria,38.2625765,-0.7106135,"Carrer Antonio Pascual Quiles, 59, Elx"
ChIJt0_1Ofe2Yw0Rg12XqPpG4tE,SANCHEZ ROLDAN restaurante,38.2677086,-0.7043008,"Carrer Mariano Luiña, 16, Elx"
ChIJrayn8CG3Yw0RpLE1WTjxhLM,Melisa Taperia,38.2662374,-0.6773549999999998,"Carrer los Montesinos, 20, Elx"
ChIJ_U5-cP-3Yw0R5VVM1uA4Ba4,Bar El Paseo Restaurante,38.2722937,-0.7123832000000001,"Calle Obispo Barrachina, Calle Pedro Moreno Sastre, 34 esquina, Elche"
ChIJ_yKsB3q2Yw0RJ4pYagArZco,Gastro Bar El Cid,38.2831219,-0.6827154,"Partida de Altabix P1 226, Elche"
ChIJMTD8rIy2Yw0RvJnbSk7Mdq4,Newton Elche,38.26582199999999,-0.6960941999999999,"Plaça Glorieta, 2, Elx"
ChIJXbwtT223Yw0RaZmVRM7fkV4,Ouh! Papa,38.26106610000001,-0.7032328,"Carrer Federico García Lorca, 9, Elx"
ChIJDXxFDvG2Yw0RYN2PUykb9o8,Gustav Klimt,38.26736770000001,-0.7026747000000001,"Carrer del Marquès d'Asprella, 33, Elx"
ChIJyYkQH0e3Yw0RcWSgun6o2C0,Cocinamos para usted Altabix,38.27702939999999,-0.6774293,"Carrer Josep Joaquim Landerer, 7, Elx"
ChIJOQexqTm3Yw0Rlf50uDap2OU,Chicken Uncles | Elche,38.26530959999999,-0.6979353999999999,"Carrer Troneta, 11, Elx"
ChIJC6J1pda1Yw0RVO0S6kSuzmE,Bistro Artesanal cerrado,38.2783596,-0.6731984999999999,"Carrer Josefina Manresa, 109, Elx"
ChIJ9-dKfO-2Yw0Rt-tJ1t43yS0,Pizzeria Il Mondo Della Pizza,38.2586602,-0.7056361999999999,"Carrer Pere Joan Perpinyà, 35, Elx"
ChIJ-a6rU1O3Yw0R-0xtJDjmWWY,Aires Burger Bar | Elche,38.2653645,-0.6977045999999999,"Carrer Troneta, 13, Elx"
ChIJ3TO5xlW2Yw0R8bx79NxYgAw,Mucho mas Que Pizza,38.2740195,-0.7115830999999999,"Carrer Francisco Tomás y Valiente, 110, Elx"
ChIJbQ5pOfO2Yw0R-3ixCLkNRJ4,El Trastero Cervecería centro,38.2654795,-0.6969455,"Carrer Hospital, 11, Elx"
ChIJESkYk6-3Yw0RHvbmWcuDMzM,Restaurante Mistral II,38.2811683,-0.7235103999999999,"Carrer Monòver, 62, Elx"
ChIJu-df_ey2Yw0RutiqRHQbNJI,La fina del raval,38.2607044,-0.6975597,"Carrer Forn Fondo, 7, Elx"
ChIJBU99foC3Yw0RDeT2Bf7MljI,CUENCO ARROZ DE ORO,38.2726816,-0.7144455,"Carrer Pascual García Rocamora, 36, Elx"
ChIJIWb1XIy2Yw0ROIXCvlaQ1hs,Pizzería Piccola Torino,38.2654773,-0.693473,"Carrer Velarde, 24, Elx"
ChIJs7ic-0i3Yw0RFztlRZ0okoQ,Luna de Alberdi,38.2661319,-0.6975072999999999,"Replaceta de la Fregassa, 2, Local Centro, Elche"
ChIJ4_PAO9O1Yw0RZnmLHCATnpA,KFC,38.2734375,-0.6705915,"Carrer José Luis Navarro Campello, 6, Elx"
ChIJ28xxDea2Yw0Rk3YrVRX0Pi8,La Cantoneta De Josep,38.2558579,-0.7067353,"Carrer Antonio Moya Albaladejo, 42, Elx"
ChIJ1eWMpvS2Yw0RdgeO3riV4PQ,Museum Restaurante,38.2675011,-0.6970844999999999,"Plaza del Congreso Eucarístico, 17, Elx"
ChIJt6o4UYC2Yw0RlSQ6TIl3030,Golden City,38.2701416,-0.6793805,"Avinguda d'Alacant, 90, Elx"
ChIJfQBNg4C2Yw0RlSylY72hLec,Las Cucharas De Mamá,38.2721584,-0.6802606999999999,"Carrer Vicent Andrés Estellés, 24, Elche"
ChIJJ7-TDgC3Yw0RvY36jQ06RMo,Pitta hut,38.27207440000001,-0.7078253999999999,"Carrer de la Diagonal, 37, Elx"
ChIJCS4J00G3Yw0RisGxwwobejE,Cuenco De Oro,38.2505613,-0.7367799999999999,"Lugar Llano San José, 112, Llano de San José"
ChIJneyt3-i2Yw0RbRzWb-REoMc,Cafeteria La Nova Festa,38.2546433,-0.7034482999999999,"Carrer Federico García Lorca, 125, Elx"
ChIJD27J5wi3Yw0RoYsSZv1kFyg,Tabuu Restaurante,38.2656253,-0.6968268,"Plaça Glorieta, 8, Elx"
ChIJ89QiteW2Yw0RHnNeO7y4NUg,Cafetería Tapería Martín,38.2581124,-0.7080803999999999,"Carrer Concepción Arenal, 172, Elx"
ChIJFQf6t-i2Yw0Rq4AgwPL9_Mg,Bar Beatriz,38.2557236,-0.7046667999999999,"Carrer Conrado del Campo, 118, Elx"
ChIJ4WrYWYy2Yw0RSI_-5nAcvOA,La Latería Gastrobar,38.265101,-0.6936583999999999,"Carrer Alfonso X el Sabio, 17, Elx"
ChIJ65Kw8IS3Yw0R1mCZYD7cnKM,Racó de joan,38.2641468,-0.6989276999999999,"Plaça de les Barques, 6, Elx"
ChIJx2nCuWi3Yw0RoIUKyXYJimA,Restaurante Avenida 43,38.2677982,-0.7040645,"Carrer Vicente Blasco Ibáñez, 43, Elx"
ChIJ8bcq6wS3Yw0RK2aWIfQavWE,VIPS Smart,38.262393,-0.720603,"C.C. L'Aljub, Carrer Jacarilla, 7, Alacant"
ChIJqdtTMAC3Yw0RVWb3aCSvG7s,Supermercado Dialprix,38.2700503,-0.7160533999999998,"Carrer Emilio Hernández Selva, 101, Elx"
ChIJz5wQG3G3Yw0RDsTvXUtT5_Q,Valhöll® | Hamburguesería | Elche,38.2701567,-0.6774918,"Carrer Baltasar Brotons Garcia, 3, Elx"
ChIJ04gn8uS3Yw0RG6V9b2ji1-0,La terraza de la pescadería,38.26435499999999,-0.6952619999999999,"Carrer Porta de la Morera, 5, Elx"
ChIJeRUYdUm3Yw0RfQJSofxr1zM,KEBAB KING,38.26946329999999,-0.6832792,"Avinguda d'Alacant, 47, Elx"
ChIJzwUqxYC2Yw0R-U1Z_B7Ec68,Restaurante Lindaraja,38.2705505,-0.6813277000000001,"Calle Fray Pedro Balaguer, 59, Elche"
ChIJ0-FK0ym0Yw0RJO8MtFOgJ60,Pollos Iborra San Antón,38.264556,-0.6769282,"Carrer Alingasa, 2, Elx"
ChIJ4T29jqO3Yw0R9fAofY3kvAA,Cervecería La Sureña | Jarras y Tapas,38.2619782,-0.7209142,"Carrer Jacarilla, 7, Elx"
ChIJd2Rn6b-3Yw0RqxPdkDdqRzA,A Fuego Pizzería,38.267752,-0.7030156,"Carrer Vicente Blasco Ibáñez, 29, Elx"
ChIJ7bR1gSy0Yw0R9QQ2xYNJC1M,Mac Burguer,38.2701074,-0.6724038000000001,"Carrer Sabadell, 15, Elx"
ChIJQxAY4rS3Yw0RhqnHpj6SHoc,Ramen Kiwami,38.2689264,-0.6773431999999999,"Carrer Baltasar Brotons Garcia, 10, Elx"
ChIJKSdE7BS3Yw0R3-UHz-xBAsY,Homie's. Food Corner,38.2544237,-0.6966766999999999,"Calle Vicente Antón Selva, 18, Elche"
ChIJvXwxY_-3Yw0RJVWbLP3jw68,XTRM DOGOS,38.2567125,-0.7032278999999999,"Carrer Federico García Lorca, 93, Elx"
ChIJdWuNi4C2Yw0RkmjRpzS0I2s,Águila Bar Altabix | Restaurante en Elche | Alicante,38.2713051,-0.6799176999999998,"Carrer Vicent Andrés Estellés, 16, Elche"
ChIJBSAFTOS2Yw0RqkpDv9ScHGQ,El Candil Kebap,38.2581381,-0.7084337999999999,"Carrer del Capità Antoni Mena, 129, Elx"
ChIJ5wWY77i3Yw0RhUoqvI8bwAY,wei xuan Restaurante美味轩,38.2753947,-0.7164248999999999,"Carrer Pedro Moreno Sastre, 116, Elx"
ChIJWZGUUvC2Yw0Rwjlx3kaxepc,La Faeneta,38.26381699999999,-0.7034326,"Carrer Juan Orts Roman, 6, Elx"
ChIJ1-rhHfC2Yw0REWGK_Pn5SA4,Turkish Kebab Kebab Y Pizzeria,38.2618118,-0.7048934000000001,"Carrer Hilarión Eslava, 52, Elx"
ChIJv9ytcQC3Yw0RdkelY-HCxOY,Rolfo Tapas & Burger - Plaza Castilla (Elche),38.2763557,-0.6795375999999999,"Carrer Adolfo Marsillach, 6, Elx"
ChIJo3NN1fq2Yw0Rsr6YYNBGJqY,Pizzería Kebab Bella Vista,38.2617348,-0.7081117,"Plaça de Crevillent, 3, Elx"
ChIJT_-mS_e2Yw0RYa4dGszpong,Restaurant Mesón El Granaino,38.2672737,-0.7047749,"José Mª, Carrer Josep Maria Buck, 40, Elx"
ChIJj6ycaI23Yw0RhabR6Fw9qb0,Paquita's Bar | Bar en Elche,38.27130409999999,-0.6852963999999998,"Plaça d'Altabix, 3, Elx"
ChIJu7JlYnC2Yw0RiU8yv6_fQJk,Beamut y Ferrándiz,38.2838128,-0.6844701999999999,"Camino del Colegio, 1112, La Galia"
ChIJFWUF_eK2Yw0RgYcGrS63Yj4,Pizzeria Carlos Elx,38.2595879,-0.7130139999999998,"Carrer Pere Joan Perpinyà, 118, Elx"
ChIJIcci2ji3Yw0Rdp-SMhvX6rw,Foster's Hollywood,38.258681,-0.7308379999999999,"Avinguda de Crevillent, 35, Elx"
ChIJzYM8Y_e2Yw0RHvLjcAqJNGI,Restaurante Ecuatoriano Elche El Duende,38.26892999999999,-0.7055855999999999,"Carrer Luis Llorente, 21, Elx"
ChIJKS_1RAu1Yw0RUGxY7TbIqkM,JZ.FRIO INDUSTRIAL,38.2721135,-0.6709851999999998,"Avinguda d'Alacant, Elx"
ChIJP08OAve3Yw0RAw3juYEkNNw,Restaurante 77 sushi,38.2588467,-0.7074385999999999,"Carrer Pere Joan Perpinyà, 51, Elx"
ChIJS5Ku08m3Yw0RwuVGEE3lUnM,Alimentación de Africa de Elche,38.2722455,-0.7023855000000001,"Carrer Juan Caracena Miralles, Num. 7, Elx"
ChIJT-HPI1-3Yw0RmP3qOdeHdN8,SAÓ Restaurant Elx,38.26041480000001,-0.7013473,"Plaza Reyes Catolicos, 16, A, Elche"
ChIJURzgR9u2Yw0R2wxQa-k8DFM,Cajas Y Artículos Pizzería,38.245869,-0.7062663,"Partida Algorós, 54, B, Elche"
ChIJc89d1uS2Yw0RTyTrQ1_RbOE,Pollos Mathiu,38.2613052,-0.7082795000000001,"Carrer la Torre, 82, Elx"
ChIJt3ZbYHm3Yw0RKsn-fxOhBoA,La Paraense Gourmet,38.2624787,-0.7054496999999998,"Carrer Antonio Machado, 31, Elx"
ChIJX44N0fu2Yw0RXezRw_eWMfg,Confitería Lozano,38.26653469999999,-0.7084140999999999,"Carrer Benito Pérez Galdós, 66, Elx"
ChIJIQkTLgC3Yw0RKUZn5Yv4qbk,Restaurante taperia Burgos,38.27340299999999,-0.7024420999999998,"Carrer Ramón Vicente Serrano, Elx"
ChIJqWDKf4y2Yw0RQ-sKnSJa-o0,Restaurante Pizzeria Cambra Elche,38.2669354,-0.6941506000000001,"Carrer Barrera, 16, Elx"
ChIJze4jk0u3Yw0RpUN7coXGGA4,KEBAB AMIR,38.26548209999999,-0.7015868,"Carrer Blas Valero, 6, Elx"
ChIJD-TP8BG3Yw0RNaYbIyR1cwM,美林食,38.2803614,-0.7200228999999999,"邮政编码:, Carrer Benifallim, 20, Elx"
ChIJn6AEzo22Yw0RqWE2Z2eccdg,Restaurante El Extremeño,38.2641838,-0.6921004999999999,"Carrer Porta de la Morera, 41, Elx"
ChIJw2Rbb723Yw0RfXOOFH9kbIo,Restaurante El Rincón de Casi,38.2665988,-0.6960177999999999,"Carrer Pere Ibarra, 3, Elx"
ChIJJe-Cy4-2Yw0RQ-w_al4PVB0,Hotel Huerto del Cura,38.2637508,-0.6922252,"Carrer Porta de la Morera, 14, Elx"
ChIJ73DTV_q2Yw0RVzOZfg0PdqY,Giovanni Arabo y Pizza,38.2643873,-0.7077301999999999,"Carrer Poeta Miguel Hernandez, 69, Elx"
ChIJwTWSqOW2Yw0RhhIkPX54C4o,International Servicio A Domicilio,38.2588612,-0.7076127,"Carrer Pere Joan Perpinyà, 55, Elx"
ChIJ8dq677e3Yw0RWbXTUYqbc2E,Cafetería Farándula,38.2767362,-0.6796389999999999,"Carrer la Carátula, 16, Elx"
ChIJk7on6vy2Yw0R63HEOA9nlYo,Pérez De Tudela,38.2631471,-0.7120158,"Carrer Mariano Benlliure, 73, Elx"
ChIJbyflhH23Yw0RFjp6H-Q7lhA,Restaurant Away d'Elx,38.2708606,-0.7042035,"Carrer de la Diagonal, 4, Elx"
ChIJk7jEeva2Yw0R5BMdRLs94OA,Supermercado Dialprix,38.2702146,-0.7015739999999998,"Carrer de Teodor Llorente, 13, Elx"
ChIJZVnIIuK3Yw0Rv1-cwDxN8hQ,Cervecería LA TOSTA',38.27420449999999,-0.708237,"Avinguda Ausiàs March, 65, Elx"
ChIJLWu5Eoi2Yw0R1jcE-S4WxXo,Restaurante El Granero,38.2712436,-0.6875142,"Carrer Francisco Vicente Rodriguez, 15, Elx"
ChIJK793x_K3Yw0RoNEirc_1wVk,Restaurante La Dama Comida Ecuatoriana Y Colombiana,38.2718791,-0.6875666,"Carrer Francisco Vicente Rodriguez, 34, Elx"
ChIJMQ7ZDqa3Yw0R2EWpY2C_BVo,Cervecería Amaranta,38.2661192,-0.6981646,"Plaça de la Fruita, 6, Elx"
ChIJJ5QYQIy2Yw0RIe2oA_d1Wqc,Botticelli Restaurante,38.26574589999999,-0.6927964,"Carrer Escultor Capuz, 10, Elx"
ChIJ2W1nuPi3Yw0Rbm594NJcM-w,La Tramontana bar & kebab,38.2676446,-0.7160553,"Carrer Antonio Brotons Pastor, 148, Elx"
ChIJBSVRk_u2Yw0R46wLA20vyVk,Wonder food’s kebab pizzeria حلال,38.26565530000001,-0.7096568000000001,"Carrer Reina Victoria, 124, Elx"
ChIJy_Kte8O3Yw0RZm93WBO2xHI,Iberico kebab,38.2441748,-0.6852958,"Calle Cabezo Lucero, 8, Elche"
ChIJIQwamYe2Yw0RmaYQSsCmrgU,Cafetería Tapería Fama,38.2713227,-0.6848290000000001,"Carrer Doctor Gregorio Marañón, 25, Plaça d'Altabix, 10, Elche"
ChIJAUN4APu2Yw0RwBuLQlWVWRs,Restaurant La Sabata,38.25821150000001,-0.7078162,"Carrer Concepción Arenal, 157, Elx"
ChIJ8zsiUpm3Yw0RvaDKMpvqthE,THE WITCHERS,38.2749137,-0.7165288,"Carrer de la Vila Joiosa, 6, Elx"
ChIJJZSPXPe2Yw0RAcKNaZELI_o,Nou Chef,38.2680554,-0.705301,"Carrer Vicente Blasco Ibáñez, 76, Elx"
ChIJP_TgKwC3Yw0RDCHNxoGUD2s,Restaurante Pollería Willytos sabor peruano,38.2718079,-0.7030892999999999,"Calle Pascual Sempere Mogica, 22, Elche"
ChIJkWmrZbS1Yw0RuQe8KRgchDg,Ombü Gastrobar & Club,38.27053069999999,-0.6734076999999999,"Calle Villena, 5, local 5, Elche"
ChIJn0lLFY22Yw0RMW6Af5qE7Vw,Restaurante Yaho,38.2630932,-0.6949002999999999,"Carrer Eugenio d'Ors, 6, Elx"
ChIJB2hxTlS2Yw0R6K5fZrIoXvI,Cerveceria Angel Taperia,38.2752485,-0.7121936000000001,"Carrer Joaquin Garcia Mora, 39, Elx"
ChIJfVlTsCO3Yw0RsfLu6VT8UFM,Restaurante Xixili Elche,38.26377199999999,-0.6954897,"Carrer Porta de la Morera, 2, Elx"
ChIJARcsIoe3Yw0RkAd7uP_vFBU,Royal doner kebab,38.265358,-0.7029339999999998,"Carrer Reina Victoria, 28, Elx"
ChIJYdzzjyK3Yw0RKJZiw00bLko,Gloria Bendita Gastrobar,38.264339,-0.698853,"Carrer Mare de Déu del Carme, 11, Elx"
ChIJQ13Tl3e3Yw0RA7TBr_HX97Q,COMEDOR ESCUELA DE VERANO UMH,38.2778927,-0.684792,"Avinguda de la Universitat d'Elx, Elche"
ChIJ7wwrm4y2Yw0RQ0T_k5qBzas,Supermercado Dialprix,38.2666245,-0.6944765,"Avinguda en Joan Carles I, 9, Elx"
ChIJ2wrDgSy0Yw0RzRtbcxZH8r0,ZAZA DÖNER ESPAÑA S.L,38.2701342,-0.6723755999999999,"Carrer Sabadell, 15, Elx"
ChIJOVRX7vu2Yw0Rh2yOqssHhVw,Comedor Vegetariano,38.2637183,-0.7086498999999999,"Carrer Doctor Ferrán, 59, Elx"
ChIJ-VyVPlW2Yw0R2kMANPogINg,Mt83 Restaurante,38.273742,-0.714302,"Carrer Francisco Ruiz Bru, 15, Elx"
ChIJ8U57ieS2Yw0RoLRHZ-JoHbY,Mesón Alberto Cenas,38.2592842,-0.709658,"Carrer Capità Gaspar Ortiz, 139, Elx"
ChIJnXmqufa2Yw0RFr3XTCdznvg,Paolo's Pizza,38.26787729999999,-0.7020775999999999,"Carrer Vicente Blasco Ibáñez, 22, Elx"
ChIJx8Dp7_m2Yw0R44HRYbSWVjA,restaurante en elche Asador Ilicitano,38.2677934,-0.7064836,"Carrer Mestre Giner, 9, Elche"
ChIJz7poxIG2Yw0RCFTLoZuhnGM,"Telepizza Elche, Frasquita - Comida a Domicilio",38.2687059,-0.6780264999999999,"Carrer Frasquita Vazquez, 5, Elx"
ChIJ_0AnteW2Yw0RZxMJseWNQFw,La Dama Sector V Comidas para llevar,38.2578936,-0.7081116,"Carrer Concepción Arenal, 174, Elx"
ChIJ7zk1VfG2Yw0RSvMTp3yHbuM,Águila Bar Centro | Restaurante en Elche | Alicante,38.26706079999999,-0.7011407999999999,"Carrer Doctor Caro, 31, Elx"
ChIJW8J7t_q2Yw0RIUwRhIYabk0,Supermercado Dialprix,38.2624118,-0.7065918999999999,"Carrer Antonio Machado, 32, Elx"
ChIJ6eBK9Aa3Yw0RzroQVPBM4j4,Restaurante Uno Mas Uno,38.2690182,-0.7082752,"Avinguda de la Llibertat, N 86, Elx"
ChIJT1mYcYS3Yw0R0oA6T-KKT8Q,Umbrella Sociedad de Hamburguesas,38.268118,-0.7065295,"Carrer Vicente Blasco Ibáñez, 88, Elx"
ChIJUfNY5g63Yw0RdXhB7fEh7Ys,Restaurant El Garrofer de la Penya,38.2648993,-0.7279109999999999,"Camí Vell de Crevillent, La Penya de les Àguiles"
ChIJvRNdTYu2Yw0ReOjOvi8-2Yw,St. Patrick's,38.2677643,-0.6962165000000001,"Passeig Eres de Santa Llúcia, 12, Elx"
ChIJgaK6-n62Yw0RhHDwtfMi0cU,Abrasador El Racó de Mama Lola,38.27580639999999,-0.6800545,"Carrer Alfredo Mira Gran, 1, Elx"
ChIJ47OehlS3Yw0RrHZRazX2PLk,Munir kebab,38.2619782,-0.7209142,"Carrer Jacarilla, 7, Elx"
ChIJ65hTUf62Yw0RITgvw3c8lZ8,Bar Calasparra,38.2693199,-0.7127894000000001,"Carrer José García Ferrández, 28, Elx"
ChIJzYz9Xa63Yw0RnYqZcuSmqp8,Calzados Rodriguez,38.2804738,-0.7211738,"Carrer Benifallim, Carrus"
ChIJs9nRO9W3Yw0R7cyNUfSs954,Restaurante KFC,38.2661946,-0.6957422000000001,"Carrer Corredora, 40, Elx"
ChIJvzJAcO-2Yw0RyliEA-eZJF4,Costreria EL PEROLET,38.2585664,-0.7051712,"Pedro Juan Perpiñan, 23, Elx"
ChIJzZPepAu3Yw0RDT294Mkt_E0,Restaurante Tiro de Pichon Kisuki,38.246741,-0.7034904,"Partida Algorós, pol 2 n, 30, Elche"
ChIJ0wAkoOS2Yw0RC_NU60rBuNA,Restaurante Williams,38.260414,-0.7104175,"Carrer Fernanda Santamaría, Elx"
ChIJZ-xIseS2Yw0RruKEUe4143s,Bar La Taberna de Atila,38.2612026,-0.7097175999999998,"Carrer Capità Gaspar Ortiz, 108, Elx"
ChIJC4EaeOW2Yw0RsIaCE-eS334,King Pak Halal Döner Kebab,38.2591486,-0.7063040999999999,"Carrer Espronceda, 99, Elx"
ChIJ84TfYIy2Yw0RpmRRQgk_XZU,Bar Tabarca,38.2659002,-0.6937266,"Carrer Escultor Capuz, 2, Elx"
ChIJF27lQfO2Yw0RB_0F-LT_RKA,El Galgo,38.26600260000001,-0.6974368,"Carrer Sant Jaume, 6, Elx"
ChIJvwc08Hm3Yw0R61i6r1G_Y40,Kebab & Pizza,38.2704426,-0.6795669999999998,"Near, Carrer Vicent Andrés Estellés, 6, Elche"
ChIJiU-ROfO2Yw0RJY55U5jovQ0,El Trastero,38.2685856,-0.6783234,"Carrer Frasquita Vazquez, Elx"
ChIJzzPJBGS3Yw0RtkYoHRu-b3Q,Marcodany,38.2689805,-0.6787073000000001,"Calle Pilar de la Horadada, 1, Elche"
ChIJ3z8GPRu3Yw0Rm-yqjgHNJdo,Me Too Sushi Buffet,38.2603393,-0.7220833999999999,"Avinguda de Crevillent, 13, Elx"
ChIJETDC3VS2Yw0REsyU8qAc_1Y,"Telepizza Elche, Novelda - Comida a Domicilio",38.2695099,-0.70789,"Avinguda de Novelda, 3, Elx"
